date,solo_travel,age,trip_count,travel_reason,trip_enjoyment,spontaneity,next_destination,enjoyment_rate
2025-02-19 23:57:08,false,25-34,2-5,Self-discovery,Meeting new people,6,true,6
2025-02-28 20:31:35,true,25-34,2-5,Budget-friendly,Meeting new people,10,true,6
2025-02-14 09:25:13,true,55+,0-1,Self-discovery,Exploring new places,10,true,3
2024-03-12 09:56:36,true,55+,0-1,Adventure,Practicing a new language,6,true,9
2024-03-30 08:29:09,false,45-54,2-5,Cultural Immersion,Exploring new places,3,false,8
2024-07-06 20:39:02,false,35-44,10+,Relaxation,Practicing a new language,10,true,6
2024-10-09 00:35:35,true,25-34,2-5,Relaxation,Trying new food,4,false,9
2024-07-21 12:46:03,true,35-44,2-5,Cultural Immersion,Meeting new people,2,true,7
2025-02-22 12:16:36,false,45-54,2-5,Budget-friendly,Practicing a new language,9,true,10
2024-08-28 13:09:25,false,35-44,0-1,Budget-friendly,Exploring new places,6,true,10
2024-08-13 14:19:27,true,Under 25,2-5,Budget-friendly,Personal growth,9,true,8
2024-10-22 21:41:51,false,25-34,10+,Adventure,Personal growth,4,false,10
2024-06-03 03:18:23,true,25-34,2-5,Adventure,Trying new food,5,true,7
2024-07-06 07:33:22,true,Under 25,2-5,Self-discovery,Practicing a new language,3,false,4
2024-06-17 01:35:33,false,55+,0-1,Budget-friendly,Meeting new people,10,false,8
2025-01-02 18:14:50,true,Under 25,2-5,Self-discovery,Trying new food,8,false,10
2024-09-02 20:13:55,false,55+,0-1,Budget-friendly,Practicing a new language,8,true,9
2025-01-07 01:53:36,true,25-34,0-1,Budget-friendly,Trying new food,8,true,7
2024-05-11 20:11:30,true,35-44,0-1,Relaxation,Practicing a new language,3,false,9
2025-01-13 16:49:30,false,Under 25,10+,Relaxation,Practicing a new language,2,false,5
2024-07-31 08:06:04,true,55+,0-1,Self-discovery,Trying new food,7,false,2
2024-10-26 19:15:25,false,55+,10+,Cultural Immersion,Meeting new people,2,false,3
2024-04-29 01:59:20,true,35-44,6-9,Relaxation,Practicing a new language,9,true,5
2024-04-28 02:20:42,false,45-54,6-9,Adventure,Exploring new places,4,false,4
2024-10-25 16:18:21,true,25-34,6-9,Budget-friendly,Exploring new places,4,false,5
2025-01-08 16:49:10,false,25-34,6-9,Budget-friendly,Meeting new people,8,false,10
2024-10-25 16:50:13,false,25-34,0-1,Self-discovery,Meeting new people,6,false,2
2024-06-28 03:45:31,false,45-54,6-9,Adventure,Practicing a new language,2,false,3
2024-04-07 16:22:42,true,55+,6-9,Cultural Immersion,Exploring new places,5,false,1
2024-05-08 12:59:14,true,Under 25,6-9,Budget-friendly,Practicing a new language,2,true,8
2025-01-19 19:25:07,true,Under 25,0-1,Adventure,Practicing a new language,8,false,9
2024-04-09 12:05:04,true,Under 25,10+,Budget-friendly,Meeting new people,9,true,7
2024-06-06 21:05:07,false,Under 25,6-9,Cultural Immersion,Trying new food,2,false,3
2024-12-10 16:09:38,true,55+,6-9,Cultural Immersion,Trying new food,3,true,9
2024-08-15 02:24:57,true,55+,0-1,Budget-friendly,Trying new food,7,true,9
2024-10-12 10:50:43,true,Under 25,0-1,Cultural Immersion,Exploring new places,2,false,10
2024-06-15 10:51:09,false,35-44,0-1,Relaxation,Exploring new places,4,true,3
2024-08-31 17:36:04,true,Under 25,6-9,Adventure,Personal growth,10,true,3
2024-09-14 21:46:54,true,Under 25,0-1,Budget-friendly,Meeting new people,9,false,9
2024-07-30 12:26:51,true,Under 25,6-9,Adventure,Meeting new people,3,true,4
2024-09-10 18:25:24,true,55+,10+,Self-discovery,Practicing a new language,1,true,9
2024-09-06 03:39:46,true,25-34,2-5,Budget-friendly,Exploring new places,9,true,5
2024-06-05 09:11:40,false,35-44,6-9,Cultural Immersion,Practicing a new language,3,false,3
2024-06-20 14:16:53,true,Under 25,0-1,Budget-friendly,Practicing a new language,3,true,2
2024-10-31 18:09:32,false,45-54,10+,Budget-friendly,Trying new food,2,false,5
2024-04-20 23:23:04,true,35-44,6-9,Self-discovery,Trying new food,6,false,1
2025-01-05 22:09:40,false,35-44,2-5,Cultural Immersion,Personal growth,8,false,8
2024-06-08 19:29:35,true,55+,6-9,Cultural Immersion,Personal growth,5,true,5
2024-05-05 07:39:58,false,55+,6-9,Cultural Immersion,Exploring new places,5,true,6
2024-03-11 18:07:41,true,Under 25,0-1,Self-discovery,Meeting new people,7,true,8
2025-01-02 23:06:28,false,Under 25,10+,Cultural Immersion,Meeting new people,10,true,8
2025-01-02 20:40:38,true,Under 25,6-9,Budget-friendly,Practicing a new language,10,false,3
2024-10-21 22:46:19,false,35-44,0-1,Relaxation,Personal growth,7,false,3
2024-10-18 18:11:52,false,35-44,2-5,Self-discovery,Exploring new places,10,true,5
2024-03-14 04:38:59,true,Under 25,0-1,Budget-friendly,Practicing a new language,9,false,2
2024-09-29 17:01:50,false,25-34,0-1,Cultural Immersion,Personal growth,6,true,1
2024-03-05 02:37:25,false,Under 25,2-5,Cultural Immersion,Exploring new places,3,true,3
2024-06-07 18:01:35,true,35-44,10+,Adventure,Exploring new places,7,true,6
2024-03-25 23:52:36,true,55+,6-9,Budget-friendly,Practicing a new language,7,false,1
2024-11-28 04:37:04,false,55+,10+,Budget-friendly,Trying new food,4,false,2
2024-06-13 23:11:52,true,45-54,6-9,Relaxation,Personal growth,7,true,3
2024-07-24 13:00:30,true,45-54,0-1,Relaxation,Exploring new places,6,true,7
2024-06-26 19:12:58,false,45-54,10+,Adventure,Trying new food,6,true,8
2024-05-02 05:55:47,true,55+,2-5,Self-discovery,Personal growth,7,true,4
2024-06-02 11:33:42,false,55+,6-9,Cultural Immersion,Meeting new people,6,false,1
2024-03-10 22:58:41,false,55+,0-1,Budget-friendly,Personal growth,8,false,8
2024-06-17 17:43:33,true,Under 25,10+,Relaxation,Practicing a new language,7,true,8
2024-06-14 18:49:48,false,55+,6-9,Adventure,Personal growth,10,true,6
2024-08-26 16:02:41,true,Under 25,2-5,Budget-friendly,Practicing a new language,9,false,3
2024-03-26 13:50:59,true,45-54,0-1,Cultural Immersion,Meeting new people,1,false,2
2024-07-12 09:29:22,true,55+,6-9,Cultural Immersion,Personal growth,4,true,9
2024-03-06 18:42:13,false,35-44,2-5,Cultural Immersion,Trying new food,8,true,5
2024-07-02 14:17:59,false,55+,6-9,Adventure,Practicing a new language,2,true,8
2024-04-27 09:10:14,false,45-54,2-5,Self-discovery,Trying new food,8,false,4
2025-02-20 05:27:09,true,Under 25,10+,Budget-friendly,Practicing a new language,2,false,9
2024-09-22 03:16:12,true,55+,10+,Self-discovery,Exploring new places,4,true,9
2024-07-21 14:30:30,false,Under 25,2-5,Self-discovery,Practicing a new language,6,true,4
2024-04-06 12:17:47,true,25-34,2-5,Budget-friendly,Personal growth,7,false,5
2025-02-10 11:26:10,false,Under 25,10+,Budget-friendly,Practicing a new language,1,true,1
2024-05-19 13:35:47,false,25-34,10+,Budget-friendly,Trying new food,2,true,8
2025-01-07 00:31:34,true,45-54,10+,Budget-friendly,Practicing a new language,8,false,8
2024-11-27 10:35:17,true,55+,10+,Cultural Immersion,Meeting new people,8,false,7
2024-03-19 06:27:05,true,55+,6-9,Relaxation,Exploring new places,9,false,3
2024-03-03 17:19:31,false,55+,0-1,Cultural Immersion,Practicing a new language,6,false,10
2024-12-20 21:05:31,true,55+,6-9,Budget-friendly,Exploring new places,9,false,8
2024-09-08 21:43:45,false,45-54,6-9,Adventure,Meeting new people,2,false,4
2024-11-24 06:25:09,true,45-54,2-5,Self-discovery,Personal growth,10,false,2
2024-04-16 09:37:09,false,45-54,2-5,Adventure,Trying new food,7,true,3
2024-07-06 14:27:33,true,25-34,0-1,Cultural Immersion,Personal growth,7,false,8
2025-01-02 09:41:40,true,35-44,2-5,Adventure,Trying new food,3,false,9
2024-05-28 05:06:46,false,Under 25,0-1,Self-discovery,Personal growth,8,true,1
2024-12-28 18:50:02,true,Under 25,2-5,Cultural Immersion,Meeting new people,4,true,5
2024-12-01 07:55:53,true,45-54,10+,Cultural Immersion,Personal growth,3,true,8
2025-01-10 22:52:04,true,35-44,2-5,Self-discovery,Meeting new people,7,false,8
2025-02-18 19:13:52,true,35-44,2-5,Self-discovery,Meeting new people,9,false,7
2024-05-16 06:49:32,false,Under 25,0-1,Self-discovery,Trying new food,9,true,6
2024-06-20 02:07:17,false,45-54,6-9,Budget-friendly,Meeting new people,8,false,4
2024-06-09 16:02:23,false,35-44,10+,Adventure,Personal growth,2,true,3
2025-02-03 23:39:58,true,35-44,6-9,Relaxation,Meeting new people,2,false,1
2025-02-09 04:56:46,false,35-44,6-9,Self-discovery,Trying new food,8,false,7
2024-03-31 20:04:27,false,45-54,10+,Cultural Immersion,Practicing a new language,3,false,2
2024-11-24 23:02:31,true,25-34,10+,Budget-friendly,Meeting new people,10,true,5
2024-12-18 04:59:43,true,45-54,10+,Adventure,Meeting new people,1,true,6
2024-06-04 07:05:37,true,25-34,0-1,Relaxation,Personal growth,7,true,3
2024-09-26 18:27:45,false,55+,2-5,Self-discovery,Exploring new places,10,true,7
2025-02-26 12:05:39,false,35-44,6-9,Self-discovery,Trying new food,1,false,8
2024-08-19 20:33:52,true,35-44,2-5,Budget-friendly,Practicing a new language,1,true,4
2024-06-27 08:10:00,true,25-34,6-9,Budget-friendly,Exploring new places,1,true,6
2025-01-08 04:48:54,true,55+,10+,Relaxation,Meeting new people,2,true,5
2024-03-21 04:43:31,false,25-34,2-5,Budget-friendly,Practicing a new language,9,false,1
2024-11-12 14:15:47,true,Under 25,2-5,Budget-friendly,Meeting new people,7,false,7
2025-02-23 11:54:56,true,Under 25,10+,Self-discovery,Practicing a new language,10,true,4
2024-10-20 00:49:13,true,45-54,0-1,Cultural Immersion,Trying new food,8,true,1
2024-12-27 18:39:57,false,55+,6-9,Cultural Immersion,Exploring new places,10,true,10
2024-08-30 21:19:27,false,45-54,6-9,Self-discovery,Exploring new places,9,false,2
2024-08-20 11:28:39,true,45-54,2-5,Self-discovery,Practicing a new language,9,false,9
2024-03-07 03:46:30,false,35-44,2-5,Cultural Immersion,Meeting new people,9,true,5
2024-06-29 00:44:11,false,55+,0-1,Self-discovery,Practicing a new language,3,true,8
2024-04-18 15:51:10,true,25-34,0-1,Cultural Immersion,Personal growth,9,true,8
2024-03-13 07:37:58,false,55+,6-9,Relaxation,Practicing a new language,7,false,5
2024-07-15 07:07:02,true,Under 25,0-1,Cultural Immersion,Trying new food,3,true,7
2024-07-29 03:15:46,true,35-44,2-5,Self-discovery,Personal growth,9,true,7
2024-07-06 23:04:26,true,45-54,2-5,Self-discovery,Exploring new places,9,false,10
2025-02-17 10:24:14,true,25-34,6-9,Cultural Immersion,Practicing a new language,5,false,6
2024-03-03 05:32:02,false,45-54,2-5,Budget-friendly,Trying new food,1,false,5
2024-12-12 21:53:18,false,45-54,0-1,Relaxation,Practicing a new language,4,true,5
2024-09-06 02:04:04,true,55+,6-9,Self-discovery,Personal growth,7,false,5
2024-10-24 09:06:51,true,55+,0-1,Cultural Immersion,Personal growth,10,false,4
2024-08-18 01:48:23,true,Under 25,2-5,Budget-friendly,Practicing a new language,8,false,1
2025-01-09 22:24:14,true,55+,0-1,Relaxation,Exploring new places,3,true,5
2024-06-11 22:59:15,true,55+,2-5,Cultural Immersion,Practicing a new language,1,false,4
2024-11-05 04:32:34,true,25-34,0-1,Budget-friendly,Personal growth,5,true,1
2024-08-22 09:44:13,true,55+,6-9,Self-discovery,Personal growth,2,false,8
2024-05-05 23:04:26,true,35-44,0-1,Budget-friendly,Personal growth,2,false,3
2024-07-21 15:30:31,false,Under 25,0-1,Budget-friendly,Meeting new people,8,false,2
2024-07-03 21:28:46,true,Under 25,6-9,Cultural Immersion,Practicing a new language,6,false,8
2024-11-25 04:53:31,false,Under 25,6-9,Relaxation,Exploring new places,5,false,2
2024-09-07 05:06:38,true,25-34,2-5,Relaxation,Personal growth,7,true,8
2024-04-05 09:03:53,false,25-34,6-9,Self-discovery,Trying new food,3,false,2
2025-02-23 07:42:38,true,55+,6-9,Relaxation,Exploring new places,1,false,7
2024-08-29 22:01:21,true,45-54,6-9,Adventure,Meeting new people,8,true,3
2024-04-01 11:42:19,true,45-54,6-9,Cultural Immersion,Trying new food,6,true,7
2024-08-16 12:11:53,true,45-54,10+,Self-discovery,Personal growth,7,false,8
2024-04-06 15:55:54,false,Under 25,0-1,Relaxation,Meeting new people,1,true,10
2025-01-23 22:26:18,false,25-34,6-9,Self-discovery,Meeting new people,8,false,2
2024-10-10 16:51:53,true,25-34,0-1,Adventure,Meeting new people,8,false,9
2025-01-15 00:43:49,true,Under 25,2-5,Adventure,Exploring new places,9,true,5
2024-03-23 19:13:44,true,35-44,10+,Relaxation,Exploring new places,6,true,6
2024-04-27 20:50:29,true,35-44,2-5,Budget-friendly,Personal growth,6,false,7
2025-02-18 19:31:06,false,55+,10+,Self-discovery,Meeting new people,8,true,3
2024-06-10 14:24:34,false,25-34,2-5,Relaxation,Practicing a new language,10,false,7
2024-08-11 21:01:24,true,35-44,6-9,Self-discovery,Trying new food,7,false,1
2024-08-05 09:14:22,true,Under 25,2-5,Self-discovery,Practicing a new language,3,false,5
2025-01-07 13:43:24,true,55+,0-1,Self-discovery,Personal growth,1,true,3
2024-04-24 10:21:01,false,35-44,10+,Self-discovery,Meeting new people,7,false,4
2024-11-02 20:17:55,true,55+,0-1,Adventure,Personal growth,3,false,6
2024-07-24 10:49:45,true,55+,0-1,Budget-friendly,Practicing a new language,10,false,7
2025-01-22 20:04:33,false,45-54,6-9,Adventure,Exploring new places,4,false,3
2024-10-12 18:33:17,true,45-54,0-1,Budget-friendly,Practicing a new language,8,true,6
2024-11-19 01:25:24,false,Under 25,10+,Self-discovery,Practicing a new language,2,false,3
2024-04-03 05:03:32,true,Under 25,6-9,Relaxation,Personal growth,8,true,4
2024-11-02 09:35:30,false,25-34,6-9,Self-discovery,Practicing a new language,1,true,2
2024-09-19 23:35:39,true,45-54,10+,Budget-friendly,Exploring new places,6,true,7
2024-09-10 04:33:45,true,55+,2-5,Cultural Immersion,Practicing a new language,5,true,8
2024-04-27 14:06:34,true,45-54,10+,Relaxation,Meeting new people,5,false,8
2025-02-05 06:58:26,false,45-54,6-9,Cultural Immersion,Meeting new people,3,true,4
2024-11-13 18:17:57,true,Under 25,0-1,Relaxation,Exploring new places,4,true,2
2024-03-08 05:02:56,false,55+,6-9,Relaxation,Exploring new places,2,false,8
2024-06-05 01:49:04,false,55+,2-5,Adventure,Exploring new places,2,true,10
2024-04-04 02:43:31,true,35-44,10+,Budget-friendly,Exploring new places,8,false,10
2024-03-10 04:05:56,true,35-44,0-1,Cultural Immersion,Trying new food,8,true,5
2025-02-07 18:42:30,false,35-44,2-5,Adventure,Practicing a new language,6,false,4
2024-11-20 13:42:30,false,45-54,2-5,Adventure,Exploring new places,2,false,1
2024-06-12 02:47:22,false,55+,0-1,Adventure,Meeting new people,2,false,10
2024-07-30 07:13:28,false,Under 25,10+,Cultural Immersion,Trying new food,7,true,8
2024-12-30 05:50:46,false,25-34,0-1,Self-discovery,Meeting new people,3,true,4
2025-01-26 17:15:43,false,Under 25,0-1,Adventure,Meeting new people,7,false,3
2024-05-31 01:12:23,false,Under 25,10+,Self-discovery,Trying new food,6,true,9
2024-12-07 07:11:43,false,25-34,0-1,Cultural Immersion,Exploring new places,3,true,6
2024-09-16 07:06:09,false,55+,6-9,Adventure,Practicing a new language,8,false,1
2024-09-26 14:08:32,false,35-44,6-9,Self-discovery,Personal growth,7,true,10
2024-05-14 04:32:17,true,25-34,2-5,Adventure,Trying new food,9,true,1
2024-03-19 14:06:42,false,Under 25,0-1,Cultural Immersion,Trying new food,7,true,3
2025-01-02 22:17:38,false,35-44,6-9,Relaxation,Personal growth,8,true,1
2024-11-19 00:57:03,true,55+,0-1,Self-discovery,Exploring new places,1,true,2
2024-07-11 15:28:10,false,25-34,6-9,Cultural Immersion,Trying new food,5,true,4
2024-06-03 19:47:04,false,55+,6-9,Relaxation,Exploring new places,1,true,8
2024-09-18 02:24:29,true,Under 25,0-1,Budget-friendly,Personal growth,5,false,10
2024-06-17 08:16:51,false,55+,0-1,Cultural Immersion,Personal growth,7,false,5
2024-03-28 16:59:09,false,45-54,2-5,Self-discovery,Personal growth,4,true,5
2024-07-16 23:22:58,true,45-54,2-5,Budget-friendly,Personal growth,1,false,5
2025-02-20 07:56:41,true,25-34,6-9,Self-discovery,Exploring new places,3,true,2
2024-08-23 17:16:29,true,Under 25,0-1,Budget-friendly,Meeting new people,6,true,4
2024-11-13 03:40:05,true,25-34,2-5,Relaxation,Practicing a new language,7,true,8
2024-11-04 09:40:57,false,45-54,2-5,Adventure,Practicing a new language,4,true,9
2024-05-17 22:05:17,false,35-44,2-5,Cultural Immersion,Meeting new people,6,true,10
2025-02-17 17:29:19,true,35-44,0-1,Budget-friendly,Personal growth,3,false,5
2024-04-29 14:41:42,true,45-54,2-5,Cultural Immersion,Personal growth,5,false,9
2024-03-22 13:06:49,false,55+,6-9,Budget-friendly,Meeting new people,6,false,2
2024-03-12 20:45:18,true,55+,10+,Adventure,Practicing a new language,6,true,3
2024-05-26 08:37:31,true,25-34,2-5,Relaxation,Meeting new people,9,false,3
2024-11-28 19:23:54,true,Under 25,10+,Self-discovery,Practicing a new language,1,false,10
2025-02-26 14:51:32,true,25-34,6-9,Adventure,Personal growth,10,false,10
2024-11-04 19:39:42,true,25-34,10+,Self-discovery,Exploring new places,7,true,1
2025-02-18 09:26:37,false,35-44,10+,Cultural Immersion,Practicing a new language,6,false,9
2024-09-22 02:55:08,false,Under 25,0-1,Adventure,Exploring new places,2,true,10
2024-08-27 08:49:16,true,45-54,2-5,Relaxation,Meeting new people,9,false,3
2024-10-16 12:21:48,true,Under 25,6-9,Cultural Immersion,Meeting new people,6,false,5
2024-03-14 23:39:11,false,Under 25,10+,Budget-friendly,Personal growth,7,true,10
2024-09-08 13:54:51,false,25-34,10+,Budget-friendly,Exploring new places,7,false,8
2024-09-25 19:43:27,true,55+,2-5,Cultural Immersion,Meeting new people,7,false,8
2025-01-13 12:24:20,false,35-44,0-1,Budget-friendly,Exploring new places,10,true,10
2024-06-19 01:46:17,true,35-44,6-9,Self-discovery,Exploring new places,8,true,10
2024-03-05 06:19:31,true,25-34,10+,Adventure,Trying new food,2,true,8
2024-04-08 15:00:47,false,45-54,2-5,Budget-friendly,Personal growth,3,false,2
2024-06-28 19:33:00,false,45-54,10+,Relaxation,Practicing a new language,2,false,8
2024-11-20 01:10:52,true,25-34,10+,Adventure,Meeting new people,7,true,3
2024-03-11 11:01:53,false,25-34,2-5,Relaxation,Meeting new people,1,true,9
2024-04-21 17:07:27,true,45-54,6-9,Self-discovery,Practicing a new language,2,false,4
2024-04-28 00:03:44,true,55+,6-9,Relaxation,Trying new food,7,true,2
2024-08-13 05:29:34,false,55+,2-5,Budget-friendly,Trying new food,3,false,2
2024-12-12 06:23:20,true,Under 25,0-1,Cultural Immersion,Exploring new places,4,true,4
2024-03-30 02:03:38,true,25-34,6-9,Cultural Immersion,Personal growth,9,true,9
2024-03-22 03:34:22,true,55+,0-1,Cultural Immersion,Practicing a new language,9,true,4
2024-10-30 00:26:40,true,Under 25,10+,Budget-friendly,Meeting new people,2,false,7
2024-06-10 08:12:32,true,45-54,10+,Budget-friendly,Practicing a new language,6,false,3
2025-02-04 00:50:06,true,25-34,0-1,Budget-friendly,Practicing a new language,8,false,1
2024-08-16 12:11:44,true,25-34,6-9,Cultural Immersion,Practicing a new language,6,true,8
2024-08-18 14:43:47,true,55+,0-1,Relaxation,Personal growth,2,true,8
2024-09-21 13:58:54,true,Under 25,10+,Relaxation,Practicing a new language,3,true,2
2024-07-22 05:15:02,false,55+,2-5,Relaxation,Practicing a new language,2,false,7
2025-01-21 21:25:50,false,55+,2-5,Budget-friendly,Exploring new places,4,false,3
2025-01-30 06:28:39,true,Under 25,10+,Adventure,Practicing a new language,7,true,8
2024-09-01 13:59:34,false,25-34,0-1,Relaxation,Personal growth,6,true,9
2024-11-13 05:29:48,false,Under 25,0-1,Relaxation,Meeting new people,4,true,3
2024-03-13 06:02:24,true,55+,6-9,Relaxation,Exploring new places,5,true,10
2024-07-28 18:15:32,true,25-34,2-5,Budget-friendly,Trying new food,5,false,1
2025-01-01 15:12:01,true,Under 25,6-9,Adventure,Exploring new places,7,true,4
2024-11-02 13:17:00,true,Under 25,0-1,Self-discovery,Exploring new places,6,false,1
2024-11-24 05:52:50,true,Under 25,10+,Adventure,Trying new food,3,false,10
2024-06-21 23:43:25,true,25-34,0-1,Cultural Immersion,Trying new food,4,false,2
2024-06-06 18:14:24,false,35-44,0-1,Self-discovery,Meeting new people,6,false,7
2024-12-11 20:37:09,false,25-34,6-9,Budget-friendly,Trying new food,8,false,6
2024-08-11 01:06:09,false,35-44,0-1,Cultural Immersion,Practicing a new language,2,false,2
2024-11-10 05:56:21,false,25-34,6-9,Budget-friendly,Meeting new people,1,true,5
2024-07-08 00:32:51,false,55+,2-5,Budget-friendly,Meeting new people,4,false,6
2024-08-04 01:24:29,true,Under 25,6-9,Budget-friendly,Trying new food,1,true,9
2024-07-12 22:36:33,false,35-44,6-9,Self-discovery,Meeting new people,5,true,7
2024-04-07 04:51:58,true,25-34,6-9,Cultural Immersion,Personal growth,1,false,7
2024-12-12 13:29:02,false,35-44,0-1,Relaxation,Personal growth,8,true,2
2024-09-11 07:35:08,true,55+,10+,Self-discovery,Practicing a new language,8,true,1
2024-11-06 13:54:12,false,35-44,6-9,Cultural Immersion,Personal growth,6,false,7
2024-04-30 09:30:13,false,35-44,10+,Adventure,Practicing a new language,4,false,6
2024-12-10 14:32:13,false,25-34,6-9,Cultural Immersion,Personal growth,3,true,7
2025-02-08 10:41:40,false,35-44,10+,Budget-friendly,Trying new food,6,false,8
2024-10-12 11:02:24,false,45-54,2-5,Self-discovery,Personal growth,9,false,5
2024-04-11 20:59:51,false,45-54,2-5,Adventure,Personal growth,7,true,8
2024-12-24 12:50:00,true,Under 25,10+,Relaxation,Exploring new places,7,false,9
2024-03-12 01:22:39,true,35-44,6-9,Self-discovery,Meeting new people,1,true,6
2024-04-09 04:43:17,true,55+,0-1,Budget-friendly,Exploring new places,6,false,10
2024-05-13 02:46:20,false,45-54,6-9,Self-discovery,Personal growth,1,true,8
2024-08-12 11:29:15,true,35-44,6-9,Self-discovery,Trying new food,4,false,3
2024-04-07 10:55:08,false,Under 25,0-1,Cultural Immersion,Personal growth,3,false,5
2024-03-07 16:58:30,false,45-54,10+,Adventure,Meeting new people,4,false,3
2024-03-18 15:28:34,false,25-34,10+,Budget-friendly,Practicing a new language,7,true,7
2024-10-08 08:24:27,true,55+,2-5,Self-discovery,Trying new food,5,true,7
2024-11-04 14:57:34,false,25-34,10+,Budget-friendly,Personal growth,3,true,9
2025-01-08 14:26:29,false,35-44,6-9,Cultural Immersion,Exploring new places,4,true,5
2024-04-08 14:19:08,true,25-34,0-1,Self-discovery,Meeting new people,2,false,9
2024-11-21 09:13:41,false,Under 25,2-5,Relaxation,Trying new food,9,true,6
2024-05-27 06:25:31,false,55+,0-1,Adventure,Trying new food,3,false,8
2024-12-01 23:02:50,true,Under 25,2-5,Self-discovery,Trying new food,7,false,9
2024-12-15 02:22:09,false,45-54,2-5,Relaxation,Personal growth,8,false,3
2024-11-13 12:29:25,false,35-44,2-5,Budget-friendly,Personal growth,7,true,7
2025-01-27 09:41:43,false,55+,2-5,Self-discovery,Meeting new people,6,true,1
2024-10-25 16:22:31,false,25-34,2-5,Self-discovery,Meeting new people,6,false,10
2024-10-18 08:09:04,false,45-54,10+,Budget-friendly,Exploring new places,2,false,9
2024-07-13 13:41:20,false,35-44,6-9,Relaxation,Meeting new people,7,true,7
2025-02-05 20:04:58,false,45-54,0-1,Self-discovery,Trying new food,6,false,3
2024-12-16 19:19:37,true,55+,10+,Cultural Immersion,Practicing a new language,9,false,8
2024-10-12 19:22:47,true,55+,2-5,Cultural Immersion,Personal growth,5,false,5
2024-12-05 22:13:32,false,55+,10+,Budget-friendly,Meeting new people,3,false,9
2024-06-23 01:40:36,false,35-44,2-5,Relaxation,Meeting new people,4,true,7
2024-03-17 17:59:54,true,Under 25,6-9,Self-discovery,Meeting new people,4,true,9
2024-05-08 04:20:15,false,Under 25,2-5,Budget-friendly,Meeting new people,3,false,7
2024-06-21 07:52:34,true,25-34,10+,Cultural Immersion,Exploring new places,5,false,1
2024-09-08 15:05:57,true,55+,2-5,Relaxation,Meeting new people,3,false,3
2024-04-22 17:16:13,true,Under 25,2-5,Relaxation,Trying new food,6,false,2
2024-08-14 12:06:40,true,55+,0-1,Self-discovery,Practicing a new language,3,true,4
2024-07-24 10:20:44,false,25-34,6-9,Adventure,Exploring new places,10,true,1
2024-04-29 23:58:47,true,55+,2-5,Relaxation,Meeting new people,9,true,2
2024-03-23 20:50:29,true,55+,2-5,Budget-friendly,Meeting new people,4,true,6
2024-10-06 17:39:47,false,35-44,2-5,Self-discovery,Trying new food,5,false,5
2024-04-28 23:56:06,true,35-44,0-1,Self-discovery,Trying new food,9,true,10
2024-11-23 01:38:57,false,25-34,0-1,Relaxation,Meeting new people,7,false,10
2024-07-23 00:26:59,true,25-34,0-1,Budget-friendly,Meeting new people,7,false,8
2024-06-04 07:12:17,false,25-34,0-1,Adventure,Personal growth,6,true,7
2024-10-24 08:35:59,true,Under 25,6-9,Relaxation,Exploring new places,9,false,1
2024-08-23 14:52:02,true,Under 25,10+,Cultural Immersion,Personal growth,3,false,3
2024-03-17 19:45:13,true,35-44,0-1,Adventure,Exploring new places,8,true,4
2024-10-26 14:42:02,false,Under 25,6-9,Cultural Immersion,Trying new food,9,true,8
2025-02-26 12:47:36,true,Under 25,10+,Relaxation,Trying new food,3,false,1
2024-12-16 07:43:47,false,25-34,10+,Cultural Immersion,Trying new food,1,true,1
2024-04-13 06:06:21,true,Under 25,6-9,Relaxation,Meeting new people,5,false,8
2024-07-22 08:05:30,false,55+,2-5,Cultural Immersion,Trying new food,5,false,7
2024-05-26 20:55:09,true,35-44,2-5,Relaxation,Meeting new people,5,false,1
2024-10-11 17:26:08,true,45-54,2-5,Relaxation,Practicing a new language,6,true,7
2024-07-05 19:40:30,false,25-34,6-9,Self-discovery,Trying new food,9,true,7
2024-04-01 12:30:13,false,55+,10+,Self-discovery,Meeting new people,7,true,5
2025-02-25 09:11:19,false,Under 25,2-5,Adventure,Personal growth,10,false,1
2024-03-17 08:15:29,false,25-34,10+,Cultural Immersion,Exploring new places,5,false,10
2025-01-04 05:11:24,false,55+,2-5,Budget-friendly,Trying new food,2,true,4
2024-05-01 22:56:00,true,Under 25,0-1,Budget-friendly,Trying new food,10,false,10
2025-02-15 02:49:05,true,35-44,6-9,Budget-friendly,Trying new food,10,false,1
2024-06-03 23:34:34,true,Under 25,0-1,Self-discovery,Trying new food,1,false,8
2024-05-28 00:43:16,false,35-44,10+,Relaxation,Personal growth,3,false,1
2025-02-24 23:18:41,false,55+,10+,Cultural Immersion,Personal growth,4,true,9
2024-09-01 22:17:43,false,45-54,2-5,Adventure,Personal growth,3,false,4
2024-08-18 11:08:24,false,55+,2-5,Cultural Immersion,Exploring new places,7,false,3
2025-01-19 07:24:17,false,Under 25,6-9,Budget-friendly,Personal growth,4,false,9
2024-07-18 08:01:50,false,45-54,10+,Cultural Immersion,Exploring new places,8,true,1
2024-12-16 21:31:06,false,35-44,10+,Adventure,Practicing a new language,9,true,10
2024-09-20 23:24:39,false,Under 25,0-1,Cultural Immersion,Trying new food,5,true,9
2024-11-26 13:09:09,true,25-34,2-5,Adventure,Practicing a new language,4,true,2
2024-05-09 10:11:57,true,45-54,10+,Relaxation,Exploring new places,5,false,9
